ensemble_size,epoch_num,learning_rate,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,average_individual_loss_train_traditional,average_individual_loss_test_traditional,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
6,150,0.0015,0.04438952456873197,0.07854263670742512,0.08265069012458508,0.0873703733086586,0.046055231243371964,0.08171391487121582,0.0016623189439997077,0.0028439380694180727
6,150,0.002,0.04673315040194071,0.0657773045822978,0.058055271896032185,0.04917677864432335,0.0496278814971447,0.06897219270467758,0.0029508585575968027,0.003633118700236082
6,200,0.0005,0.05564205233867352,0.08687914907932281,0.0937901480266681,0.13778280839323997,0.05886651575565338,0.09130174666643143,0.0031898694578558207,0.003883777651935816
6,200,0.001,0.058469329602443255,0.07768198195844889,0.060581177759629026,0.07397250551730394,0.06234414875507355,0.0825609341263771,0.0038115878123790026,0.005389804486185312
6,200,0.0015,0.043245405675126955,0.06952017452567816,0.07559730198520881,0.06369335460476577,0.045220714062452316,0.07244138419628143,0.001992173492908478,0.00251769064925611
6,200,0.002,0.042539745569229126,0.07561284303665161,0.060453991477306075,0.055625234730541706,0.04520963132381439,0.08046052604913712,0.0026415991596877575,0.0034068350214511156
6,250,0.0005,0.04859871302659695,0.06408100016415119,0.09237870917870449,0.14116680808365345,0.05060191452503204,0.06663107872009277,0.0020135105587542057,0.0026571357157081366
6,250,0.001,0.04753870130158388,0.07046684622764587,0.09594359506781285,0.0959512498229742,0.04932137206196785,0.07252468913793564,0.0017971225315704942,0.002157730981707573
6,250,0.0015,0.04310040433819477,0.10530129447579384,0.06957325482597718,0.05842726398259401,0.045446787029504776,0.10898106545209885,0.0023496432695537806,0.00396348349750042
6,250,0.002,0.042611630490193,0.05154325522016734,0.08524646151524323,0.0669606663286686,0.04373326525092125,0.05290602147579193,0.0011116518871858716,0.0015536686405539513
6,300,0.0005,0.05075486591802193,0.08868108969181776,0.07303117043696918,0.05863174982368946,0.05341097712516785,0.09321881085634232,0.0026597692631185055,0.0038522181566804647
6,300,0.001,0.052472066993896775,0.06802033307030797,0.07835386091699967,0.06882707960903645,0.057636067271232605,0.07363312691450119,0.005093952640891075,0.006658229045569897
