correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test
0.2,10,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19987020827829838,0.009646446444094181
0.2,10,400,0.001,[6],0.04616405954584479,0.002870772033929825
0.2,10,400,0.001,[12],0.04241610178723931,0.0027436180971562862
0.2,11,400,0.001,[2],0.11326517350971699,0.011157019063830376
0.2,11,400,0.001,"[2, 2, 2]",0.23498646542429924,0.010436137206852436
0.2,11,400,0.001,"[2, 2, 2, 2, 2, 2]",0.21608912386000156,0.004503883421421051
0.2,11,400,0.001,[6],0.05314822611398995,0.005004958715289831
0.2,11,400,0.001,[12],0.05163500877097249,0.0022383404430001974
0.2,12,400,0.001,[2],0.12001076154410839,0.008237282745540142
0.2,12,400,0.001,"[2, 2, 2]",0.2369980365037918,0.013021004386246204
0.2,12,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19009194523096085,0.00822641234844923
0.2,12,400,0.001,[6],0.061434002593159676,0.004775865934789181
0.2,12,400,0.001,[12],0.04719522874802351,0.002108670072630048
0.2,13,400,0.001,[2],0.13501512445509434,0.010341324843466282
0.2,13,400,0.001,"[2, 2, 2]",0.1745763961225748,0.022666433826088905
0.2,13,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19067589472979307,0.013069193810224533
0.2,13,400,0.001,[6],0.05417806003242731,0.005455146078020334
0.2,13,400,0.001,[12],0.04131376277655363,0.002037823898717761
0.2,14,400,0.001,[2],0.13330710120499134,0.008648380637168884
0.2,14,400,0.001,"[2, 2, 2]",0.1828135228715837,0.019522782415151596
0.2,14,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2751573286950588,0.0041043623350560665
0.2,14,400,0.001,[6],0.06743180006742477,0.003730347380042076
0.2,14,400,0.001,[12],0.07118800887838006,0.0024336751084774733
0.2,15,400,0.001,[2],0.10912043787539005,0.008542133495211601
0.2,15,400,0.001,"[2, 2, 2]",0.15846210531890392,0.013887975364923477
0.2,15,400,0.001,"[2, 2, 2, 2, 2, 2]",0.23416383937001228,0.008493643254041672
0.2,15,400,0.001,[6],0.05023722490295768,0.0038722273893654346
0.2,15,400,0.001,[12],0.0413949741050601,0.0027198095340281725
0.2,16,400,0.001,[2],0.13360708393156528,0.009081427939236164
0.2,16,400,0.001,"[2, 2, 2]",0.14608079753816128,0.013979949057102203
0.2,16,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19989126361906528,0.005304432008415461
0.2,16,400,0.001,[6],0.06173148361267522,0.006178432609885931
0.2,16,400,0.001,[12],0.03652064921334386,0.001925275893881917
0.3,2,400,0.001,[2],0.10499817738309503,0.0014183694729581475
0.3,2,400,0.001,"[2, 2, 2]",0.24553236365318298,0.011230584233999252
0.3,2,400,0.001,"[2, 2, 2, 2, 2, 2]",0.25060076639056206,0.0005001670797355473
0.3,2,400,0.001,[6],0.04670789558440447,0.0040293000638484955
0.3,2,400,0.001,[12],0.04819951532408595,0.0035860575735569
0.3,3,400,0.001,[2],0.10718485992401838,0.00666474923491478
0.3,3,400,0.001,"[2, 2, 2]",0.1264692321419716,0.009546313434839249
0.3,3,400,0.001,"[2, 2, 2, 2, 2, 2]",0.25464143976569176,0.042841795831918716
0.3,3,400,0.001,[6],0.055685905972495675,0.0065287076868116856
0.3,3,400,0.001,[12],0.05214018188416958,0.0026057076174765825
0.3,4,400,0.001,[2],0.10774656385183334,0.008423779159784317
0.3,4,400,0.001,"[2, 2, 2]",0.1442612842656672,0.009538937360048294
